,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
,AAPL,AMZN,FB,GE,GOOG,GOOGL,JPM,MSFT,TSLA,V,AAPL,AMZN,FB,GE,GOOG,GOOGL,JPM,MSFT,TSLA,V
Date,,,,,,,,,,,,,,,,,,,,
2012-06-14,17.525894165039062,214.4499969482422,28.290000915527344,120.3156967163086,278.4811706542969,279.8048095703125,26.661895751953125,24.10523223876953,5.877999782562256,27.303447723388672,345573200,3060900,16855000.0,8104018,4707379,4685110,44428000,39458900,4361000.0,13152800
2012-06-15,17.605628967285156,218.35000610351562,30.010000228881836,122.36531829833984,281.20098876953125,282.53753662109375,26.954288482666016,24.66391372680664,5.98199987411499,27.751123428344727,335255200,3785200,43563800.0,7773246,6024898,5996398,40917100,62314400,3234000.0,12551600
2012-06-18,17.962865829467773,222.66000366210938,31.40999984741211,120.83578491210938,284.3591613769531,285.7107238769531,26.638805389404297,24.516029357910156,6.368000030517578,28.149566650390625,440412000,3369600,42978900.0,5456100,5012518,4988806,31084400,58679900,6284000.0,10931600
2012-06-19,18.01285171508789,224.02999877929688,31.90999984741211,122.36531829833984,289.67919921875,291.0560607910156,27.22361183166504,25.222585678100586,6.418000221252441,28.442556381225586,361404400,2716600,30849000.0,5613686,4167964,4148248,32489000,75725800,4555500.0,10270400
2012-06-20,17.96164321899414,223.02000427246094,31.600000381469727,122.97718811035156,287.6767272949219,289.0440368652344,28.046934127807617,25.41155433654785,6.75600004196167,28.733190536499023,358943200,2444400,15553600.0,6075901,4710992,4688707,61149700,36257100,17112000.0,12702800
2012-06-21,17.71417808532715,220.57000732421875,31.84000015258789,120.50896453857422,281.5496826171875,282.88787841796875,27.32363510131836,24.76249885559082,6.438000202178955,28.004255294799805,326351200,2843000,21875300.0,7920809,4037678,4018577,95637000,48456600,9459500.0,13061200
2012-06-22,17.850017547607422,222.16000366210938,33.04999923706055,122.23670196533203,284.6729736328125,286.0260314941406,27.692981719970703,25.222585678100586,6.757999897003174,29.286340713500977,284471600,2187500,74834000.0,6679985,4472501,4451344,44193500,45098100,15233000.0,37216000
2012-06-25,17.502586364746094,220.07000732421875,32.060001373291016,120.44727325439453,279.3031005859375,280.6306457519531,27.17743682861328,24.54067611694336,6.622000217437744,28.42380142211914,304382400,2382300,24352900.0,5806294,3175056,3160037,33115800,42217200,7492500.0,16164000
2012-06-26,17.541229248046875,225.61000061035156,33.099998474121094,122.17501831054688,281.2856750488281,282.62261962890625,27.47752571105957,24.66391372680664,6.322000026702881,28.866785049438477,276536400,3754100,24858700.0,7635680,2710522,2697700,35053600,38421300,13069500.0,13128800
2012-06-27,17.616962432861328,225.6199951171875,32.22999954223633,124.21124267578125,283.5870361328125,284.9349365234375,28.30085563659668,24.787151336669922,6.392000198364258,28.932418823242188,202997200,2799200,28568000.0,6992947,3397286,3381215,34156800,33781700,5236000.0,13768400
2012-06-28,17.44984245300293,221.30999755859375,31.360000610351562,124.64317321777344,281.1013488769531,282.43743896484375,27.608335494995117,24.57354164123535,6.2820000648498535,28.482398986816406,282836400,2994800,17713300.0,7393100,3856200,3837958,69904800,45328400,4570500.0,11514800
2012-06-29,17.908287048339844,228.35000610351562,31.100000381469727,128.5923309326172,288.9519348144531,290.3253173828125,27.492916107177734,25.132217407226562,6.257999897003174,28.976947784423828,421500800,3614400,19526900.0,9492886,5057887,5033961,56063200,55227200,5629000.0,15931200
2012-07-02,18.16954231262207,229.32000732421875,30.770000457763672,126.43260192871094,289.15118408203125,290.5255126953125,27.916118621826172,25.10757064819336,6.079999923706055,29.677759170532227,400092000,2330700,14122000.0,8022547,3323410,3307689,34274900,30589100,6578000.0,17042400
2012-07-03,18.380828857421875,229.52999877929688,31.200000762939453,126.06241607666016,292.81744384765625,294.2091979980469,27.83853530883789,25.271883010864258,6.131999969482422,29.612140655517578,241712800,1331700,8763600.0,2762162,2387917,2376621,26705900,20938100,4735000.0,6364400
2012-07-05,18.703731536865234,227.05999755859375,31.469999313354492,125.44535064697266,296.84735107421875,298.2582702636719,26.674724578857422,25.222585678100586,6.245999813079834,29.769168853759766,484383200,2682300,10032100.0,3776162,4709386,4687108,58519800,28801900,6269000.0,11298000
2012-07-06,18.5792293548584,225.0500030517578,31.729999542236328,123.40907287597656,291.8959045410156,293.2832946777344,26.302295684814453,24.803579330444336,6.197999954223633,29.36368179321289,418930400,3203200,10945600.0,7312617,4339806,4319276,32057200,38294800,3922500.0,9631200
2012-07-09,18.824861526489258,225.0500030517578,32.16999816894531,123.65589141845703,291.9108581542969,293.2983093261719,26.348848342895508,24.647483825683594,6.297999858856201,28.981639862060547,379405600,1922000,17785200.0,4287166,3443057,3426770,30545000,30680800,4552500.0,17684000
2012-07-10,18.650678634643555,219.5,31.469999313354492,121.0643081665039,289.7638854980469,291.1411437988281,26.57386016845703,24.433868408203125,6.254000186920166,28.6605281829834,511957600,2982100,14269500.0,7096778,3860617,3842354,33175500,37534100,3792000.0,18204000
2012-07-11,18.534767150878906,218.3699951171875,30.969999313354492,121.43453979492188,284.52850341796875,285.8808898925781,26.837656021118164,24.072376251220703,6.302000045776367,28.29958152770996,469322000,2734700,13030300.0,5559411,7024832,6991601,35144300,39184900,3193000.0,11644000
2012-07-12,18.365196228027344,215.36000061035156,30.809999465942383,119.95365142822266,284.1748352050781,285.5255126953125,26.410924911499023,23.521909713745117,6.539999961853027,28.74491310119629,428041600,2616200,11300700.0,6524466,4636915,4614980,39301500,63523600,5628500.0,15067600
2012-07-13,18.551326751708984,218.38999938964844,30.719999313354492,121.98988342285156,287.1835632324219,288.5485534667969,27.985946655273438,24.146312713623047,6.849999904632568,29.084766387939453,311427200,2221900,8108300.0,4214782,3966813,3948048,83001000,39085000,6524000.0,12112800
2012-07-16,18.610815048217773,216.00999450683594,28.25,120.87923431396484,286.3865661621094,287.74774169921875,27.2255916595459,24.187395095825195,7.191999912261963,29.801990509033203,301260400,2004200,24672100.0,4650191,2936164,2922275,52368300,27900600,8720000.0,30607600
2012-07-17,18.611736297607422,216.92999267578125,28.09000015258789,121.6813735961914,287.2881774902344,288.6536560058594,27.14800262451172,24.36814308166504,6.670000076293945,30.055118560791016,293624800,1987000,30438600.0,6754020,3372795,3356840,43998300,33771300,12846500.0,10766800
2012-07-18,18.590885162353516,217.47000122070312,29.110000610351562,122.42179870605469,289.295654296875,290.6706848144531,27.124719619750977,25.01719093322754,6.429999828338623,29.959026336669922,252700000,2093000,16841800.0,5107063,3108006,3093304,28944900,41090400,14409500.0,11903600
2012-07-19,18.83804702758789,226.1699981689453,29.0,122.17501831054688,295.42266845703125,296.8268127441406,26.73678970336914,25.19794273376465,6.453999996185303,29.38947296142578,436861600,5449400,13685100.0,5452070,9384444,9340051,34384700,46663200,7179500.0,13832400
2012-07-20,18.530780792236328,228.2899932861328,28.760000228881836,122.60694885253906,304.26953125,305.7157287597656,26.302295684814453,24.74607276916504,6.357999801635742,29.473846435546875,397471200,4170000,11869100.0,15088125,12975855,12914473,36301200,64021700,7842500.0,11816800
2012-07-23,18.516368865966797,226.00999450683594,28.75,123.96446990966797,306.60577392578125,308.06304931640625,26.72126579284668,24.055940628051758,6.131999969482422,29.17383575439453,487975600,5515100,12390700.0,7994142,7150100,7116277,41248300,55151900,6934000.0,11391200
2012-07-24,18.42713737487793,223.0399932861328,28.450000762939453,123.22399139404297,302.6506042480469,304.0890808105469,26.946271896362305,23.949129104614258,5.9679999351501465,28.747257232666016,565132400,5008700,11539800.0,7135843,4033863,4014781,29920400,47723300,7501500.0,13504000
2012-07-25,17.631380081176758,217.0500030517578,29.34000015258789,123.40907287597656,302.85980224609375,304.2992858886719,27.28765869140625,23.686227798461914,5.789999961853027,28.64177703857422,877312800,3646700,17230200.0,5536401,3659666,3642354,32127700,45579500,14211000.0,15305200
2012-07-26,17.628620147705078,220.00999450683594,26.850000381469727,126.86454010009766,305.5347900390625,306.98699951171875,27.784223556518555,23.957351684570312,5.625999927520752,29.712919235229492,406632800,6937400,64597400.0,7445828,3383033,3367030,28900500,45301400,11311500.0,21036000
2012-07-27,17.943859100341797,237.32000732421875,23.709999084472656,129.08595275878906,316.2944641113281,317.79779052734375,28.622169494628906,24.45030403137207,5.9019999504089355,30.26840591430664,403936400,11313900,123102300.0,10434879,7126010,7092301,63636200,44242600,8365000.0,13937600
2012-07-30,18.246517181396484,236.08999633789062,23.149999618530273,128.34544372558594,314.96942138671875,316.4664611816406,28.04026222229004,24.351709365844727,5.46999979019165,30.666858673095703,379142400,3736400,29285900.0,5849168,4389793,4369027,30698200,28905000,10326000.0,12652800
2012-07-31,18.72887420654297,233.3000030517578,21.709999084472656,128.03692626953125,315.30316162109375,316.8017883300781,27.931638717651367,24.21204376220703,5.484000205993652,30.252010345458984,462327600,3453600,56179400.0,4982692,3745185,3727469,19681600,37620900,7875500.0,8961600
2012-08-01,18.607751846313477,232.08999633789062,20.8799991607666,127.91349029541016,315.1587219238281,316.6566467285156,27.931638717651367,24.162748336791992,5.25,29.87464141845703,384501600,2543800,44604400.0,4645459,3703028,3685511,22180200,31721800,7961500.0,11612000
2012-08-02,18.637802124023438,230.80999755859375,20.040000915527344,126.61775207519531,313.2010498046875,314.689697265625,27.28765869140625,23.98200225830078,5.21999979019165,30.298885345458984,332158400,3048100,56374500.0,5720052,3970226,3951445,36675000,39520500,6525500.0,11112400
2012-08-03,18.880361557006836,234.97000122070312,21.09000015258789,129.33274841308594,319.4675598144531,320.9859924316406,28.001476287841797,24.442087173461914,5.453999996185303,30.699676513671875,344920800,2825300,80647000.0,4925895,3808422,3790406,24516300,35859400,6047500.0,12934400
2012-08-06,19.090415954589844,233.99000549316406,21.920000076293945,129.39443969726562,320.20977783203125,321.7317199707031,28.164405822753906,24.606401443481445,5.6539998054504395,30.711389541625977,302103200,1843700,27778900.0,4440735,3578162,3561235,18979200,27471800,7641000.0,9227600
2012-08-07,19.040128707885742,236.55999755859375,20.719999313354492,130.32000732421875,319.07403564453125,320.590576171875,28.715272903442383,24.86109161376953,6.050000190734863,30.5637264251709,290446800,2058300,36782900.0,4044989,3978457,3959636,37225800,28002900,11936000.0,13179200
2012-08-08,19.007925033569336,234.3800048828125,20.719999313354492,129.64125061035156,319.9158630371094,321.4364318847656,28.8316593170166,24.918603897094727,5.817999839782715,30.739517211914062,244706000,1534300,29537400.0,4204967,2654312,2641756,18672400,26257600,6544500.0,7962800
2012-08-09,19.116331100463867,234.05999755859375,21.010000228881836,129.94981384277344,319.97564697265625,321.4964904785156,28.645448684692383,25.058277130126953,5.881999969482422,30.120742797851562,221642400,1548100,15610700.0,4050761,2148623,2138459,23406700,24920800,3363000.0,14203600
2012-08-10,19.14620018005371,232.75,21.809999465942383,130.19662475585938,319.8013000488281,321.3213195800781,28.684242248535156,24.99254608154297,5.98799991607666,30.256689071655273,194938800,1852500,25794700.0,3174483,2879954,2866331,15492700,27810300,3537000.0,5984800
2012-08-13,19.401809692382812,232.44000244140625,21.600000381469727,129.517822265625,328.7726745605469,330.3353271484375,28.699756622314453,24.967899322509766,6.234000205993652,30.076215744018555,278832400,1997300,24973100.0,3493568,6560298,6529264,14453500,23049100,4350500.0,6454000
2012-08-14,19.453855514526367,233.19000244140625,20.3799991607666,129.20932006835938,333.08154296875,334.6646728515625,28.785106658935547,24.918277740478516,5.883999824523926,30.444202423095703,340169200,2751000,39308800.0,3912350,7350850,7316077,18065100,34551400,3967000.0,8732400
2012-08-15,19.427377700805664,237.4199981689453,21.200000762939453,129.33274841308594,332.52362060546875,334.1040954589844,28.761831283569336,24.976171493530273,5.880000114440918,30.300987243652344,257342400,3264700,47861100.0,3753113,4839472,4816579,17521300,24351000,2627000.0,7735600
2012-08-16,19.597063064575195,241.5500030517578,19.8700008392334,129.88809204101562,335.1786804199219,336.7717590332031,28.785106658935547,25.45584487915039,6.059999942779541,30.446548461914062,254534000,4312100,157565300.0,4367740,3448277,3431965,15894100,35787200,3345000.0,9121200
2012-08-17,19.95953369140625,241.1699981689453,19.049999237060547,129.57957458496094,337.3056945800781,338.9089050292969,28.692005157470703,25.55508804321289,6.001999855041504,30.21411895751953,442761200,3085800,129293400.0,3904225,4371725,4351045,17079800,32589900,2541000.0,9582400
2012-08-20,20.484312057495117,240.35000610351562,20.010000228881836,129.14764404296875,336.5086975097656,338.10809326171875,28.99459457397461,25.42276382446289,5.9019999504089355,30.08968162536621,613384800,1889900,101186600.0,3560115,3529380,3512684,17922100,23737700,5895500.0,8674400
2012-08-21,20.204362869262695,239.4499969482422,19.15999984741211,128.6539764404297,333.50494384765625,335.090087890625,29.514440536499023,25.472383499145508,5.822000026702881,29.939414978027344,812719600,2571500,70640600.0,3957044,4461059,4439956,36880600,28822700,3808000.0,7605200
2012-08-22,20.598875045776367,243.10000610351562,19.440000534057617,128.22207641601562,337.32562255859375,338.9289245605469,29.351503372192383,25.25735855102539,5.989999771118164,30.075593948364258,565322800,2473700,49892200.0,3642184,3832712,3814582,16899400,33437400,3877500.0,8866000
2012-08-23,20.406707763671875,241.1999969482422,19.440000534057617,127.35822296142578,337.1363220214844,338.7387390136719,28.885967254638672,25.02579116821289,6.145999908447266,29.85254669189453,420128800,2453900,32813700.0,4750044,3581775,3564832,16429500,28355600,7355000.0,7000000
2012-08-24,20.424877166748047,245.74000549316406,19.40999984741211,128.34544372558594,338.04791259765625,339.6546630859375,28.839418411254883,25.273902893066406,5.900000095367432,29.737504959106445,437340400,3698800,29622200.0,3813966,2863894,2850347,20019300,22943300,7147000.0,10650800
2012-08-27,20.808595657348633,243.9199981689453,19.149999618530273,128.6539764404297,333.3604736328125,334.9449462890625,28.885967254638672,25.381410598754883,5.664000034332275,29.972288131713867,427008400,2929700,20704000.0,3740828,5246994,5222173,17618200,34691100,6752000.0,8820400
2012-08-28,20.781494140625,246.11000061035156,19.34000015258789,128.40721130371094,337.3605041503906,338.9639587402344,28.808378219604492,25.331783294677734,5.73799991607666,29.91124153137207,267416800,2742300,25417000.0,3368612,4132632,4113083,18050500,23947900,7013500.0,7862800
2012-08-29,20.74054527282715,247.1199951171875,19.100000381469727,128.46884155273438,342.72039794921875,344.3493347167969,28.940284729003906,25.34833526611328,5.682000160217285,30.056812286376953,202806800,1772600,16124700.0,2590354,6003017,5974619,13681900,23346800,4194500.0,8583600
2012-08-30,20.444887161254883,246.22000122070312,19.09000015258789,127.35822296142578,339.5672302246094,341.1811828613281,28.62993621826172,25.07541275024414,5.682000160217285,29.74689483642578,302699600,3647500,30647500.0,2760914,3265996,3250546,13700700,23982100,3282000.0,8573600
2012-08-31,20.48708724975586,248.27000427246094,18.059999465942383,127.7901382446289,341.2658386230469,342.88787841796875,28.816137313842773,25.488922119140625,5.703999996185303,30.110809326171875,338321200,3347500,58764200.0,3858270,4270146,4249946,16771600,36590100,2699000.0,13784000
2012-09-04,20.7867374420166,247.8800048828125,17.729999542236328,126.55606842041016,339.2484130859375,340.8608703613281,28.715272903442383,25.13330078125,5.627999782562256,30.1742000579834,367892000,3950800,46622400.0,4962568,3793365,3775421,13631400,48556700,3762500.0,10200800
2012-09-05,20.640764236450195,246.22000122070312,18.579999923706055,127.41988372802734,339.0890197753906,340.7007141113281,28.792863845825195,25.13330078125,5.5879998207092285,29.96054458618164,336375200,2652600,60781800.0,4294355,3429206,3412984,13537500,33650000,3196500.0,12698800
2012-09-06,20.82677459716797,251.3800048828125,18.959999084472656,131.49241638183594,348.3941345214844,350.050048828125,30.018754959106445,25.927248001098633,5.710000038146973,30.404285430908203,391196400,5361400,46066500.0,6913218,6109816,6080913,41346800,48371700,4208500.0,15698400
2012-09-07,20.955198287963867,259.1400146484375,18.979999542236328,133.2200927734375,351.75653076171875,353.4284362792969,30.492042541503906,25.596437454223633,5.869999885559082,30.453588485717773,329666400,5029500,36371700.0,4729374,6490236,6459534,28082400,42649100,4766000.0,10789200
2012-09-10,20.41009521484375,257.0899963378906,18.809999465942383,132.54136657714844,349.0765686035156,350.7357482910156,30.073062896728516,25.406221389770508,5.473999977111816,30.211761474609375,487998000,2567200,24797800.0,4377399,5139191,5114880,20853500,40524000,7416500.0,11633600
2012-09-11,20.3438777923584,255.6699981689453,19.43000030517578,133.2200927734375,344.8025817871094,346.4414367675781,30.724803924560547,25.4641170501709,5.559999942779541,30.871501922607422,503983200,2524800,50508200.0,4367103,3761647,3743852,22378900,25191800,5074500.0,15890400
2012-09-12,20.627208709716797,255.6300048828125,20.93000030517578,135.0712432861328,344.1500549316406,345.7857971191406,30.973081588745117,25.45584487915039,5.656000137329102,31.334020614624023,712233200,2273200,121584000.0,5590780,5304408,5279315,29882200,32775800,5726000.0,14656000
2012-09-13,21.033416748046875,260.239990234375,20.709999084472656,135.87338256835938,351.70172119140625,353.3733825683594,32.12138748168945,25.58816909790039,5.895999908447266,31.690887451171875,598360000,3525600,65041600.0,14533246,5337933,5312682,47018600,45047300,7423500.0,15745200
2012-09-14,21.289026260375977,261.2699890136719,22.0,136.42874145507812,353.51495361328125,355.1951904296875,32.253292083740234,25.81146240234375,6.078000068664551,31.519506454467773,600474000,3666200,72819800.0,13019292,5256630,5231763,43471600,51422800,7683000.0,13289600
2012-09-17,21.550798416137695,258.0,21.520000457763672,136.0585479736328,353.66436767578125,355.3453369140625,31.95844078063965,25.81146240234375,6.507999897003174,31.43028450012207,398031200,2306300,50667600.0,10306816,3027907,3013583,19740100,36488500,16064000.0,10649200
2012-09-18,21.616392135620117,258.75,21.8700008392334,137.23094177246094,357.79888916015625,359.49951171875,32.01275634765625,25.786651611328125,6.26800012588501,31.380979537963867,373503200,2215000,36760500.0,5048056,4149094,4129466,25186600,34542700,8942500.0,13192400
2012-09-19,21.62224578857422,261.67999267578125,23.290000915527344,138.40330505371094,362.39166259765625,364.1141052246094,32.07483673095703,25.679140090942383,6.210000038146973,31.646268844604492,326874800,2636800,78782800.0,5260138,6219826,6190403,22887200,48871900,5242500.0,11976800
2012-09-20,21.517534255981445,260.80999755859375,22.59000015258789,139.4602508544922,362.70050048828125,364.4244384765625,32.00501251220703,26.009950637817383,6.179999828338623,31.604026794433594,336568400,2913600,57248900.0,5678010,5836595,5808985,20997400,45543000,4562000.0,12779600
2012-09-21,21.56034278869629,257.4700012207031,22.860000610351562,140.08204650878906,365.6245422363281,367.36236572265625,31.71791648864746,25.794919967651367,6.004000186920166,31.69558334350586,571589200,6059300,51218100.0,8651721,12765871,12705482,28287400,102348900,9350000.0,29225600
2012-09-24,21.27393341064453,254.8000030517578,20.790000915527344,139.02503967285156,373.2908020019531,375.0650634765625,31.989490509033203,25.45584487915039,6.131999969482422,31.399768829345703,639766400,2707900,79106500.0,4783974,7154316,7120472,20499500,46825900,6509500.0,10530000
2012-09-25,20.74269676208496,252.4600067138672,20.280000686645508,138.7141876220703,373.18121337890625,374.9549560546875,31.461891174316406,25.13330078125,5.5320000648498535,31.59228515625,518789600,4405800,46291700.0,6115096,12162417,12104883,21988200,54266400,28402000.0,15398400
2012-09-26,20.485240936279297,249.6699981689453,20.6200008392334,137.4084930419922,375.3232116699219,377.10711669921875,31.221378326416016,24.95136070251465,5.507999897003174,31.113327026367188,576503200,2920500,38271900.0,5346029,11388327,11334454,23782700,54672000,7636000.0,10637200
2012-09-27,20.982297897338867,256.5899963378906,20.31999969482422,141.32554626464844,376.8375244140625,378.6286315917969,31.562746047973633,24.943090438842773,5.697999954223633,31.439672470092773,594090000,3397400,30215900.0,8749052,7891669,7854338,20843400,47129900,8793000.0,8432800
2012-09-28,20.54436683654785,254.32000732421875,21.65999984741211,141.20123291015625,375.84124755859375,377.62762451171875,31.407588958740234,24.612279891967773,5.855999946594238,31.52654457092285,535110800,2456600,65486000.0,9220393,5587866,5561433,21380700,54229300,21717000.0,9431600
2012-10-01,20.306926727294922,252.00999450683594,21.989999771118164,141.8229217529297,379.4676513671875,381.2712707519531,31.787755966186523,24.38898277282715,5.831999778747559,32.10176086425781,543594800,2581200,51262700.0,5531591,6359749,6329664,21956400,54042700,4422000.0,14700800
2012-10-02,20.366050720214844,250.60000610351562,22.270000457763672,141.6986541748047,377.08160400390625,378.8738708496094,31.748971939086914,24.529577255249023,5.960000038146973,31.93035888671875,627992400,2195800,29341400.0,5888662,5601317,5574820,26946100,43338900,3645000.0,10041600
2012-10-03,20.678327560424805,255.9199981689453,21.829999923706055,142.4447021484375,379.8263244628906,381.6316223144531,31.93655776977539,24.694982528686523,5.860000133514404,32.52202224731445,424281200,2745600,32000100.0,4280822,4433155,4412183,22419100,46655900,5264000.0,11717600
2012-10-04,20.535125732421875,260.4700012207031,21.950000762939453,142.6934356689453,382.5909423828125,384.409423828125,32.686893463134766,24.835575103759766,5.880000114440918,32.792022705078125,370725600,2700400,46892100.0,5244798,4926798,4903492,24326500,43634900,7706500.0,8475600
2012-10-05,20.097505569458008,258.510009765625,20.90999984741211,143.7504119873047,382.3916931152344,384.2091979980469,32.600914001464844,24.68671226501465,5.7779998779296875,32.93053436279297,594006000,2806500,40529300.0,4980625,5492310,5466328,22774400,41133900,4693000.0,11280800
2012-10-08,19.653419494628906,259.05999755859375,20.399999618530273,142.50689697265625,377.5050048828125,379.2992858886719,32.56184005737305,24.628816604614258,5.849999904632568,32.5666389465332,637994000,1762300,32236700.0,3146286,3931883,3913283,18631300,29752000,4448500.0,6803600
2012-10-09,19.58197593688965,250.9600067138672,20.229999542236328,140.64163208007812,370.65570068359375,372.41741943359375,32.34299850463867,24.21530532836914,5.673999786376953,32.10410690307617,838597200,3494800,27161800.0,5092880,6028913,6000394,19947500,45121100,5965000.0,9978000
2012-10-10,19.73780632019043,244.99000549316406,19.639999389648438,139.4602508544922,370.8898010253906,372.65264892578125,32.647804260253906,23.967195510864258,5.679999828338623,32.263755798339844,510356000,3948300,39321800.0,4261933,4095092,4075720,25797600,47227100,2518000.0,8050400
2012-10-11,19.343303680419922,244.22000122070312,19.75,139.9577178955078,374.3368835449219,376.1161193847656,32.9057502746582,23.9423828125,5.664000034332275,32.64645767211914,546081200,3447300,21817300.0,3141034,4785671,4763032,27755000,41488500,2253000.0,14057600
2012-10-12,19.392885208129883,242.36000061035156,19.520000457763672,139.77114868164062,370.9844665527344,372.74774169921875,32.53056716918945,24.14914321899414,5.5279998779296875,32.66288375854492,460014800,2203200,18809400.0,4284098,4826423,4803592,44564000,46464700,4938000.0,8116000
2012-10-15,19.548404693603516,244.17999267578125,19.520000457763672,140.76597595214844,369.10650634765625,370.8608703613281,33.12459945678711,24.405517578125,5.466000080108643,32.843685150146484,432502000,2959800,20189700.0,3845218,6060833,6032162,26268000,42440200,7343500.0,9694400
2012-10-16,20.01127815246582,243.94000244140625,19.479999542236328,140.76597595214844,370.9595642089844,372.72271728515625,33.476322174072266,24.38898277282715,5.611999988555908,33.14185333251953,549771600,2204100,21834700.0,4636944,4131829,4112284,28588100,47739400,2396500.0,8324400
2012-10-17,19.851757049560547,247.49000549316406,19.8799991607666,142.4447021484375,376.33441162109375,378.12310791015625,33.85931396484375,24.47168731689453,5.763999938964844,33.47053909301758,389037600,3302700,44074500.0,3675425,4602989,4581214,26177500,44206100,3340000.0,10126000
2012-10-18,19.483118057250977,244.85000610351562,18.979999542236328,141.8229217529297,346.2023620605469,347.84783935546875,33.617008209228516,24.397247314453125,5.607999801635742,33.310882568359375,476624400,5305300,52157400.0,5608291,24978074,24859915,23630400,59238500,3705000.0,11241600
2012-10-19,18.780954360961914,240.0,19.0,136.9732208251953,339.62200927734375,341.2362365722656,33.07769775390625,23.68600845336914,5.547999858856201,32.862449645996094,744086000,4395300,34835000.0,14024387,23050476,22941436,29747500,90470800,5137000.0,10134400
2012-10-22,19.525924682617188,233.77999877929688,19.31999969482422,134.92149353027344,338.0678405761719,339.6746826171875,32.897926330566406,23.15671157836914,5.570000171661377,32.63471221923828,546730800,4500000,32447300.0,11275563,8141603,8103089,27993000,83374000,2351000.0,9782800
2012-10-23,18.88936424255371,234.30999755859375,19.5,132.31008911132812,338.9046936035156,340.5155029296875,32.30391311645508,23.198060989379883,5.677999973297119,32.080631256103516,707145600,4430800,78381200.0,7318649,5855064,5827367,22896400,64414800,3745000.0,11923200
2012-10-24,18.996227264404297,228.49000549316406,23.229999542236328,132.1857147216797,337.3854064941406,338.9889831542969,32.600914001464844,23.074010848999023,5.484000205993652,32.045413970947266,558527200,3678700,228949900.0,5498415,5011715,4988007,18918900,53320400,5082000.0,11478000
2012-10-25,18.771717071533203,222.9199981689453,22.559999465942383,132.1857147216797,337.6145324707031,339.2192077636719,32.56964111328125,23.05746841430664,5.504000186920166,32.29427719116211,656325600,6741300,76142000.0,5950048,4820200,4797398,17311700,54084300,2888500.0,15875600
2012-10-26,18.601102828979492,238.24000549316406,21.940000534057617,131.2530975341797,336.3144226074219,337.91290283203125,32.17102813720703,23.330387115478516,5.47599983215332,32.472713470458984,1018432800,11367500,73175800.0,5567562,3916224,3897698,21892700,57790000,2387000.0,12148800
2012-10-31,18.333791732788086,232.88999938964844,21.110000610351562,130.94224548339844,338.8797912597656,340.490478515625,32.57747268676758,23.603307723999023,5.625999927520752,32.578369140625,510003200,4797600,99378200.0,5093309,3085522,3070926,19423500,69464100,3876000.0,14271200
2012-11-01,18.371362686157227,232.13999938964844,21.209999084472656,132.6831512451172,342.51116943359375,344.1391296386719,33.48413848876953,24.413795471191406,5.849999904632568,33.78044891357422,361298000,3905100,37713900.0,6010069,4115569,4096100,23325400,72047900,5120500.0,21310000
2012-11-02,17.76344108581543,232.4199981689453,21.18000030517578,132.49661254882812,342.6755676269531,344.3042907714844,33.15585708618164,24.397247314453125,5.783999919891357,33.66776657104492,599373600,3374700,38344400.0,6171776,4666225,4644151,17029200,57131600,5151500.0,18498000
2012-11-05,18.0042667388916,234.3300018310547,21.25,133.1183624267578,340.204833984375,341.8218078613281,33.03861999511719,24.504758834838867,6.300000190734863,33.2216796875,529135600,1846100,31806700.0,3900013,3284064,3268528,13252500,38070800,10244500.0,13864000
2012-11-06,17.94976043701172,237.55999755859375,21.170000076293945,134.23753356933594,339.587158203125,341.2012023925781,33.51540756225586,24.694982528686523,6.230000019073486,33.77574920654297,374917200,2661300,29062700.0,4255316,3177465,3162434,17190900,43401500,11620000.0,9089200
2012-11-07,17.26294708251953,232.05999755859375,20.469999313354492,131.37744140625,332.31439208984375,333.8938903808594,31.639545440673828,24.04990005493164,6.308000087738037,33.47053909301758,793648800,3624200,33396800.0,5882942,4481334,4460135,47631200,57871800,8572500.0,10431600
2012-11-08,16.63646697998047,227.35000610351562,19.989999771118164,129.88525390625,324.9270935058594,326.4714660644531,31.577003479003906,23.82660484313965,6.26200008392334,33.353153228759766,1056146000,2982400,34254600.0,5300191,5213468,5188806,27830900,49841800,6370000.0,10133200
2012-11-09,16.92449951171875,226.30999755859375,19.209999084472656,130.5691680908203,330.27703857421875,331.8468322753906,31.74896812438965,23.8431453704834,6.064000129699707,33.557395935058594,929913600,3092500,42295500.0,5239884,6251545,6221972,27553200,43291200,4315000.0,11799600
2012-11-12,16.79363441467285,226.47000122070312,20.06999969482422,129.88525390625,331.7066955566406,333.2832946777344,31.71770668029785,23.338659286499023,6.214000225067139,33.63018798828125,515802000,2128800,67349200.0,2836132,2822339,2808988,12816000,61112300,2779500.0,8943600
2012-11-13,16.79579734802246,226.60000610351562,19.860000610351562,128.57952880859375,328.2944641113281,329.8548583984375,31.295635223388672,22.588212966918945,6.322000026702881,33.4447021484375,532949200,2629800,71775100.0,5339529,3200351,3185212,19793500,131689200,4991500.0,10149200
2012-11-14,16.60955810546875,222.9499969482422,22.360000610351562,124.41380310058594,325.0566101074219,326.6015930175781,30.709426879882812,22.3797607421875,6.276000022888184,32.93406295776367,477170400,3034100,229751000.0,8520135,3349307,3333463,30986600,76086100,4356500.0,13608000
