,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
,AAPL,AMZN,FB,GE,GOOG,GOOGL,JPM,MSFT,TSLA,V,AAPL,AMZN,FB,GE,GOOG,GOOGL,JPM,MSFT,TSLA,V
Date,,,,,,,,,,,,,,,,,,,,
2010-01-20,6.492673397064209,125.77999877929688,,93.78240203857422,289.1213073730469,290.4954833984375,32.12004089355469,23.67015266418457,,20.116714477539062,612152800,9074700,,8384428,6525769,6494899,39934400,54849500,,12771200
2010-01-21,6.380439281463623,126.62000274658203,,91.05419921875,290.4014892578125,291.7817687988281,30.003393173217773,23.221357345581055,,19.433263778686523,608154400,9970600,,12889656,12662686,12602785,137547700,73086700,,28140800
2010-01-22,6.063979148864746,121.43000030517578,,91.56571197509766,273.9780578613281,275.2802734375,28.982053756713867,22.408876419067383,,19.037464141845703,881767600,11568900,,21148101,13651779,13587199,106634900,102004600,,29776400
2010-01-25,6.227115154266357,120.30999755859375,,93.04351806640625,268.99176025390625,270.270263671875,29.01906967163086,22.687448501586914,,18.876379013061523,1065699600,12023900,,9770852,8872934,8830960,56572200,63373000,,16147200
2010-01-26,6.315122604370117,119.4800033569336,,92.9298324584961,270.1972351074219,271.4814758300781,28.44918441772461,22.826725006103516,,18.67388343811035,1867110000,9559000,,10142210,8743651,8702289,52975300,66639900,,12437600
2010-01-27,6.374614238739014,122.75,,92.64562225341797,270.037841796875,271.3213195800781,29.107860565185547,22.95827293395996,,19.308998107910156,1722568400,14765300,,9990578,7958519,7920871,66314300,63949500,,19335200
2010-01-28,6.111200332641602,126.02999877929688,,91.84993743896484,266.14739990234375,267.41241455078125,29.21887969970703,22.563642501831055,,19.019052505493164,1173502400,27293100,,10287680,6482407,6451742,65047400,117513700,,13070800
2010-01-29,5.889496326446533,125.41000366210938,,91.39523315429688,263.98052978515625,265.2352294921875,28.819232940673828,21.805330276489258,,18.876379013061523,1245952400,29471300,,10550618,8312039,8272719,53649000,193888500,,20281600
2010-02-01,5.971370220184326,118.87000274658203,,92.3614501953125,265.5147705078125,266.7767639160156,29.329896926879883,21.98330307006836,,19.251474380493164,749876400,37774400,,7402265,4518473,4497098,37408200,85931100,,16098000
2010-02-02,6.006021976470947,118.12000274658203,,95.77172088623047,264.5683288574219,265.8258361816406,30.010786056518555,22.021991729736328,,19.33201026916504,698342400,23079700,,15047422,8223107,8184208,45968500,54413700,,14441600
2010-02-03,6.109362602233887,119.0999984741211,,94.80548095703125,269.40020751953125,270.6806945800781,29.818361282348633,22.153535842895508,,19.219255447387695,615328000,12405900,,9201166,6020683,5992202,37373300,61397900,,32197600
2010-02-04,5.889187812805176,115.94000244140625,,91.16785430908203,262.40643310546875,263.6536560058594,28.382570266723633,21.542236328125,,19.111101150512695,757652000,12784000,,14312896,6780721,6748645,57211800,77850000,,66486800
2010-02-05,5.993754863739014,117.38999938964844,,89.7469253540039,264.65301513671875,265.9109191894531,28.34557342529297,21.681522369384766,,18.998340606689453,850306800,11024800,,18655416,6335659,6305688,75224100,80960100,,38687200
2010-02-08,5.952664375305176,116.83000183105469,,88.66700744628906,265.73895263671875,267.00201416015625,27.901517868041992,21.449382781982422,,19.111101150512695,478270800,9890200,,9163310,5408798,5383211,58321000,52820600,,23966800
2010-02-09,6.016141891479492,118.02999877929688,,88.66700744628906,267.2184143066406,268.4884948730469,28.412181854248047,21.67378807067871,,19.161731719970703,632886800,9223000,,12685439,5660337,5633561,45173500,59195800,,17968000
2010-02-10,5.983330249786377,117.36000061035156,,89.17855834960938,266.22711181640625,267.49249267578125,28.76741600036621,21.65830421447754,,19.275802612304688,370361600,6233200,,8889023,5369049,5343651,39331800,48591300,,14572800
